salario_inicial_sm_2024,edad,salario_pyg_real,salario_sm_2024_ref,capital_pyg_real,aporte_mensual_pyg_real,anos_experiencia
1,54.25,5239301.579789753,1.859018498915577,680831804.1211708,1152646.3475537456,24.25
1,54.33333333333333,5239301.579789753,1.859018498915577,686523329.1628656,1152646.3475537456,24.33333333333333
1,54.41666666666667,5239301.579789753,1.859018498915577,692252797.7048384,1152646.3475537456,24.41666666666667
1,54.5,5239301.579789753,1.859018498915577,698020462.7037576,1152646.3475537456,24.5
1,54.58333333333333,5239301.579789753,1.859018498915577,703826578.8026698,1152646.3475537456,24.58333333333333
1,54.66666666666667,5239301.579789753,1.859018498915577,709671402.3422413,1152646.3475537456,24.66666666666667
1,54.75,5239301.579789753,1.859018498915577,715555191.3720766,1152646.3475537456,24.75
1,54.83333333333333,5239301.579789753,1.859018498915577,721478205.6621108,1152646.3475537456,24.83333333333333
1,54.91666666666667,5239301.579789753,1.859018498915577,727440706.7140785,1152646.3475537456,24.91666666666667
1,55.0,5820864.055146416,2.065369552295206,733442957.7730594,1280590.0921322114,25.0
1,55.08333333333333,5820864.055146416,2.065369552295206,739613167.5836786,1280590.0921322114,25.08333333333333
1,55.16666666666667,5820864.055146416,2.065369552295206,745824512.1263686,1280590.0921322114,25.16666666666667
1,55.25,5820864.055146416,2.065369552295206,752077265.6326766,1280590.0921322114,25.25
1,55.33333333333333,5820864.055146416,2.065369552295206,758371704.16236,1280590.0921322114,25.33333333333333
1,55.41666666666667,5820864.055146416,2.065369552295206,764708105.6155745,1280590.0921322114,25.41666666666667
1,55.5,5820864.055146416,2.065369552295206,771086749.7451438,1280590.0921322114,25.5
1,55.58333333333333,5820864.055146416,2.065369552295206,777507918.1689103,1280590.0921322114,25.58333333333333
1,55.66666666666667,5820864.055146416,2.065369552295206,783971894.3821685,1280590.0921322114,25.66666666666667
1,55.75,5820864.055146416,2.065369552295206,790478963.7701818,1280590.0921322114,25.75
1,55.83333333333333,5820864.055146416,2.065369552295206,797029413.6207818,1280590.0921322114,25.83333333333333
1,55.91666666666667,5820864.055146416,2.065369552295206,803623533.1370525,1280590.0921322114,25.91666666666667
1,56.0,5879072.69569788,2.0860232478181584,810261613.4500984,1293395.9930535336,26.0
1,56.08333333333333,5879072.69569788,2.0860232478181584,816956753.5328193,1293395.9930535336,26.08333333333333
1,56.16666666666667,5879072.69569788,2.0860232478181584,823696527.8827583,1293395.9930535336,26.16666666666667
1,56.25,5879072.69569788,2.0860232478181584,830481234.0616968,1293395.9930535336,26.25
1,56.33333333333333,5879072.69569788,2.0860232478181584,837311171.6151615,1293395.9930535336,26.33333333333333
1,56.41666666666667,5879072.69569788,2.0860232478181584,844186642.0856495,1293395.9930535336,26.41666666666667
1,56.5,5879072.69569788,2.0860232478181584,851107949.0259407,1293395.9930535336,26.5
1,56.58333333333333,5879072.69569788,2.0860232478181584,858075398.0125004,1293395.9930535336,26.58333333333333
1,56.66666666666667,5879072.69569788,2.0860232478181584,865089296.6589706,1293395.9930535336,26.66666666666667
1,56.75,5879072.69569788,2.0860232478181584,872149954.6297506,1293395.9930535336,26.75
1,56.83333333333333,5879072.69569788,2.0860232478181584,879257683.6536691,1293395.9930535336,26.83333333333333
1,56.91666666666667,5879072.69569788,2.0860232478181584,886412797.537747,1293395.9930535336,26.91666666666667
1,57.0,5937863.422654859,2.10688348029634,893615612.1810522,1306329.952984069,27.0
1,57.08333333333333,5937863.422654859,2.10688348029634,900879379.5485766,1306329.952984069,27.08333333333333
1,57.16666666666667,5937863.422654859,2.10688348029634,908191572.0318844,1306329.952984069,27.16666666666667
1,57.25,5937863.422654859,2.10688348029634,915552512.465081,1306329.952984069,27.25
1,57.33333333333333,5937863.422654859,2.10688348029634,922962525.8344989,1306329.952984069,27.33333333333333
1,57.41666666666667,5937863.422654859,2.10688348029634,930421939.2930462,1306329.952984069,27.41666666666667
1,57.5,5937863.422654859,2.10688348029634,937931082.1746505,1306329.952984069,27.5
1,57.58333333333333,5937863.422654859,2.10688348029634,945490286.008799,1306329.952984069,27.58333333333333
1,57.66666666666667,5937863.422654859,2.10688348029634,953099884.535175,1306329.952984069,27.66666666666667
1,57.75,5937863.422654859,2.10688348029634,960760213.7183934,1306329.952984069,27.75
1,57.83333333333333,5937863.422654859,2.10688348029634,968471611.7628335,1306329.952984069,27.83333333333333
1,57.91666666666667,5937863.422654859,2.10688348029634,976234419.1275697,1306329.952984069,27.91666666666667
1,58.0,5997242.056881407,2.127952315099303,984048978.5414041,1319393.2525139097,28.0
1,58.08333333333333,5997242.056881407,2.127952315099303,991928698.3175273,1319393.2525139097,28.08333333333333
1,58.16666666666667,5997242.056881407,2.127952315099303,999860949.5588247,1319393.2525139097,28.16666666666667
1,58.25,5997242.056881407,2.127952315099303,1007846082.4750639,1319393.2525139097,28.25
1,58.33333333333333,5997242.056881407,2.127952315099303,1015884449.6107448,1319393.2525139097,28.33333333333333
1,58.41666666666667,5997242.056881407,2.127952315099303,1023976405.8606637,1319393.2525139097,28.41666666666667
1,58.5,5997242.056881407,2.127952315099303,1032122308.4855819,1319393.2525139097,28.5
1,58.58333333333333,5997242.056881407,2.127952315099303,1040322517.1279995,1319393.2525139097,28.58333333333333
1,58.66666666666667,5997242.056881407,2.127952315099303,1048577393.8280333,1319393.2525139097,28.66666666666667
1,58.75,5997242.056881407,2.127952315099303,1056887303.0394007,1319393.2525139097,28.75
1,58.83333333333333,5997242.056881407,2.127952315099303,1065252611.6455106,1319393.2525139097,28.83333333333333
1,58.91666666666667,5997242.056881407,2.127952315099303,1073673688.9756612,1319393.2525139097,28.91666666666667
1,59.0,6057214.477450222,2.149231838250296,1082150906.821346,1332587.1850390488,29.0
1,59.08333333333333,6057214.477450222,2.149231838250296,1090697833.385194,1332587.1850390488,29.08333333333333
1,59.16666666666667,6057214.477450222,2.149231838250296,1099301739.4594676,1332587.1850390488,29.16666666666667
1,59.25,6057214.477450222,2.149231838250296,1107963004.9075696,1332587.1850390488,29.25
1,59.33333333333333,6057214.477450222,2.149231838250296,1116682012.1253257,1332587.1850390488,29.33333333333333
1,59.41666666666667,6057214.477450222,2.149231838250296,1125459146.0578668,1332587.1850390488,29.41666666666667
1,59.5,6057214.477450222,2.149231838250296,1134294794.216625,1332587.1850390488,29.5
1,59.58333333333333,6057214.477450222,2.149231838250296,1143189346.6964414,1332587.1850390488,29.58333333333333
1,59.66666666666667,6057214.477450222,2.149231838250296,1152143196.19279,1332587.1850390488,29.66666666666667
1,59.75,6057214.477450222,2.149231838250296,1161156738.0191143,1332587.1850390488,29.75
1,59.83333333333333,6057214.477450222,2.149231838250296,1170230370.1242807,1332587.1850390488,29.83333333333333
1,59.91666666666667,6057214.477450222,2.149231838250296,1179364493.1101482,1332587.1850390488,29.91666666666667
1,60.0,6729565.284447197,2.3877965722960792,1188559510.2492547,1480504.3625783834,30.0
2,30.083333333333332,5636632.0,2.0,1240059.04,1240059.04,0.08333333333333215
2,30.166666666666668,5636632.0,2.0,2488385.1402666667,1240059.04,0.16666666666666785
2,30.25,5636632.0,2.0,3745033.414535111,1240059.04,0.25
2,30.333333333333332,5636632.0,2.0,5010059.343965344,1240059.04,0.33333333333333215
2,30.416666666666668,5636632.0,2.0,6283518.779591779,1240059.04,0.41666666666666785
2,30.5,5636632.0,2.0,7565467.944789058,1240059.04,0.5
2,30.583333333333332,5636632.0,2.0,8855963.437754318,1240059.04,0.5833333333333321
2,30.666666666666668,5636632.0,2.0,10155062.234006014,1240059.04,0.6666666666666679
2,30.75,5636632.0,2.0,11462821.688899387,1240059.04,0.75
2,30.833333333333332,5636632.0,2.0,12779299.540158715,1240059.04,0.8333333333333321
2,30.916666666666668,5636632.0,2.0,14104553.910426438,1240059.04,0.9166666666666679
2,31.0,5692998.32,2.02,15438643.30982928,1252459.6304000001,1.0
2,31.083333333333332,5692998.32,2.02,16794027.228961475,1252459.6304000001,1.0833333333333321
2,31.166666666666668,5692998.32,2.02,18158447.040887885,1252459.6304000001,1.1666666666666679
2,31.25,5692998.32,2.02,19531962.984893806,1252459.6304000001,1.25
2,31.333333333333332,5692998.32,2.02,20914635.701859765,1252459.6304000001,1.3333333333333321
2,31.416666666666668,5692998.32,2.02,22306526.236938827,1252459.6304000001,1.4166666666666679
2,31.5,5692998.32,2.02,23707696.04225175,1252459.6304000001,1.5
2,31.583333333333332,5692998.32,2.02,25118206.979600094,1252459.6304000001,1.5833333333333321
2,31.666666666666668,5692998.32,2.02,26538121.323197424,1252459.6304000001,1.6666666666666679
2,31.75,5692998.32,2.02,27967501.76241874,1252459.6304000001,1.75
2,31.833333333333332,5692998.32,2.02,29406411.404568195,1252459.6304000001,1.8333333333333321
2,31.916666666666668,5692998.32,2.02,30854913.777665317,1252459.6304000001,1.9166666666666679
2,32.0,5749928.3032,2.0402,32313072.833249748,1264984.226704,2.0
2,32.083333333333336,5749928.3032,2.0402,33793477.54550874,1264984.226704,2.0833333333333357
2,32.166666666666664,5749928.3032,2.0402,35283751.62251613,1264984.226704,2.1666666666666643
2,32.25,5749928.3032,2.0402,36783960.86003691,1264984.226704,2.25
2,32.333333333333336,5749928.3032,2.0402,38294171.49247449,1264984.226704,2.3333333333333357
2,32.416666666666664,5749928.3032,2.0402,39814450.195794985,1264984.226704,2.4166666666666643
2,32.5,5749928.3032,2.0402,41344864.09047095,1264984.226704,2.5
2,32.583333333333336,5749928.3032,2.0402,42885480.74444475,1264984.226704,2.5833333333333357
2,32.666666666666664,5749928.3032,2.0402,44436368.17611171,1264984.226704,2.6666666666666643
2,32.75,5749928.3032,2.0402,45997594.857323125,1264984.226704,2.75
2,32.833333333333336,5749928.3032,2.0402,47569229.71640928,1264984.226704,2.8333333333333357
2,32.916666666666664,5749928.3032,2.0402,49151342.14122267,1264984.226704,2.9166666666666643
2,33.0,5807427.586232,2.060602,50744001.98220149,1277634.06897104,3.0
2,33.083333333333336,5807427.586232,2.060602,52359929.39772053,1277634.06897104,3.0833333333333357
2,33.166666666666664,5807427.586232,2.060602,53986629.66267637,1277634.06897104,3.1666666666666643
2,33.25,5807427.586232,2.060602,55624174.596065246,1277634.06897104,3.25
2,33.333333333333336,5807427.586232,2.060602,57272636.49567671,1277634.06897104,3.3333333333333357
2,33.416666666666664,5807427.586232,2.060602,58932088.14128559,1277634.06897104,3.4166666666666643
2,33.5,5807427.586232,2.060602,60602602.7978652,1277634.06897104,3.5
2,33.583333333333336,5807427.586232,2.060602,62284254.218822,1277634.06897104,3.5833333333333357
2,33.666666666666664,5807427.586232,2.060602,63977116.64925185,1277634.06897104,3.6666666666666643
2,33.75,5807427.586232,2.060602,65681264.829217896,1277634.06897104,3.75
2,33.833333333333336,5807427.586232,2.060602,67396773.99705039,1277634.06897104,3.8333333333333357
2,33.916666666666664,5807427.586232,2.060602,69123719.89266843,1277634.06897104,3.9166666666666643
2,34.0,5865501.86209432,2.08120802,70862178.76092392,1290410.4096607505,4.0
2,34.083333333333336,5865501.86209432,2.08120802,72625003.6956575,1290410.4096607505,4.083333333333336
2,34.166666666666664,5865501.86209432,2.08120802,74399580.79662265,1290410.4096607505,4.166666666666664
2,34.25,5865501.86209432,2.08120802,76185988.41159421,1290410.4096607505,4.25
2,34.333333333333336,5865501.86209432,2.08120802,77984305.41066559,1290410.4096607505,4.333333333333336
2,34.416666666666664,5865501.86209432,2.08120802,79794611.18973078,1290410.4096607505,4.416666666666664
2,34.5,5865501.86209432,2.08120802,81616985.67398973,1290410.4096607505,4.5
2,34.583333333333336,5865501.86209432,2.08120802,83451509.32147707,1290410.4096607505,4.583333333333336
2,34.666666666666664,5865501.86209432,2.08120802,85298263.12661433,1290410.4096607505,4.666666666666664
2,34.75,5865501.86209432,2.08120802,87157328.62378584,1290410.4096607505,4.75
2,34.833333333333336,5865501.86209432,2.08120802,89028787.89093849,1290410.4096607505,4.833333333333336
2,34.916666666666664,5865501.86209432,2.08120802,90912723.5532055,1290410.4096607505,4.916666666666664
2,35.0,6516572.568786791,2.3122221102200005,92809218.78655429,1433645.965133094,5.0
2,35.083333333333336,6516572.568786791,2.3122221102200005,94861592.87693109,1433645.965133094,5.083333333333336
2,35.166666666666664,6516572.568786791,2.3122221102200005,96927649.46124372,1433645.965133094,5.166666666666664
2,35.25,6516572.568786791,2.3122221102200005,99007479.75611843,1433645.965133094,5.25
2,35.333333333333336,6516572.568786791,2.3122221102200005,101101175.58629231,1433645.965133094,5.333333333333336
2,35.416666666666664,6516572.568786791,2.3122221102200005,103208829.38866736,1433645.965133094,5.416666666666664
2,35.5,6516572.568786791,2.3122221102200005,105330534.21639156,1433645.965133094,5.5
2,35.583333333333336,6516572.568786791,2.3122221102200005,107466383.74296726,1433645.965133094,5.583333333333336
2,35.666666666666664,6516572.568786791,2.3122221102200005,109616472.2663868,1433645.965133094,5.666666666666664
2,35.75,6516572.568786791,2.3122221102200005,111780894.71329582,1433645.965133094,5.75
2,35.833333333333336,6516572.568786791,2.3122221102200005,113959746.64318421,1433645.965133094,5.833333333333336
2,35.916666666666664,6516572.568786791,2.3122221102200005,116153124.2526052,1433645.965133094,5.916666666666664
2,36.0,6581738.294474659,2.3353443313222004,118361124.37942232,1447982.424784425,6.0
2,36.083333333333336,6581738.294474659,2.3353443313222004,120598180.96673621,1447982.424784425,6.083333333333336
2,36.166666666666664,6581738.294474659,2.3353443313222004,122850151.2646322,1447982.424784425,6.166666666666664
2,36.25,6581738.294474659,2.3353443313222004,125117134.69784749,1447982.424784425,6.25
2,36.333333333333336,6581738.294474659,2.3353443313222004,127399231.35395089,1447982.424784425,6.333333333333336
2,36.416666666666664,6581738.294474659,2.3353443313222004,129696541.98776165,1447982.424784425,6.416666666666664
2,36.5,6581738.294474659,2.3353443313222004,132009168.0257978,1447982.424784425,6.5
2,36.583333333333336,6581738.294474659,2.3353443313222004,134337211.5707542,1447982.424784425,6.583333333333336
2,36.666666666666664,6581738.294474659,2.3353443313222004,136680775.4060103,1447982.424784425,6.666666666666664
2,36.75,6581738.294474659,2.3353443313222004,139039963.0001681,1447982.424784425,6.75
2,36.833333333333336,6581738.294474659,2.3353443313222004,141414878.5116203,1447982.424784425,6.833333333333336
2,36.916666666666664,6581738.294474659,2.3353443313222004,143805626.79314888,1447982.424784425,6.916666666666664
2,37.0,6647555.677419405,2.3586977746354223,146212313.3965543,1462462.2490322692,7.0
2,37.083333333333336,6647555.677419405,2.3586977746354223,148649524.40156356,1462462.2490322692,7.083333333333336
2,37.166666666666664,6647555.677419405,2.3586977746354223,151102983.47993955,1462462.2490322692,7.166666666666664
2,37.25,6647555.677419405,2.3586977746354223,153572798.9521714,1462462.2490322692,7.25
2,37.333333333333336,6647555.677419405,2.3586977746354223,156059079.8608848,1462462.2490322692,7.333333333333336
2,37.416666666666664,6647555.677419405,2.3586977746354223,158561935.97565627,1462462.2490322692,7.416666666666664
2,37.5,6647555.677419405,2.3586977746354223,161081477.79785955,1462462.2490322692,7.5
2,37.583333333333336,6647555.677419405,2.3586977746354223,163617816.5655442,1462462.2490322692,7.583333333333336
2,37.666666666666664,6647555.677419405,2.3586977746354223,166171064.25834674,1462462.2490322692,7.666666666666664
2,37.75,6647555.677419405,2.3586977746354223,168741333.60243464,1462462.2490322692,7.75
2,37.833333333333336,6647555.677419405,2.3586977746354223,171328738.0754831,1462462.2490322692,7.833333333333336
2,37.916666666666664,6647555.677419405,2.3586977746354223,173933391.91168526,1462462.2490322692,7.916666666666664
2,38.0,6714031.2341936,2.3822847523817767,176555410.1067954,1477086.871522592,8.0
2,38.083333333333336,6714031.2341936,2.3822847523817767,179209533.04569662,1477086.871522592,8.083333333333336
2,38.166666666666664,6714031.2341936,2.3822847523817767,181881350.13752386,1477086.871522592,8.166666666666664
2,38.25,6714031.2341936,2.3822847523817767,184570979.34329662,1477086.871522592,8.25
2,38.333333333333336,6714031.2341936,2.3822847523817767,187278539.4104412,1477086.871522592,8.333333333333336
2,38.416666666666664,6714031.2341936,2.3822847523817767,190004149.8780334,1477086.871522592,8.416666666666664
2,38.5,6714031.2341936,2.3822847523817767,192747931.08207622,1477086.871522592,8.5
2,38.583333333333336,6714031.2341936,2.3822847523817767,195510004.16081265,1477086.871522592,8.583333333333336
2,38.666666666666664,6714031.2341936,2.3822847523817767,198290491.060074,1477086.871522592,8.666666666666664
2,38.75,6714031.2341936,2.3822847523817767,201089514.53866374,1477086.871522592,8.75
2,38.833333333333336,6714031.2341936,2.3822847523817767,203907198.17377743,1477086.871522592,8.833333333333336
2,38.916666666666664,6714031.2341936,2.3822847523817767,206743666.36645854,1477086.871522592,8.916666666666664
2,39.0,6781171.546535536,2.4061075999055945,209599044.34709084,1491857.7402378179,9.0
2,39.083333333333336,6781171.546535536,2.4061075999055945,212488229.0496426,1491857.7402378179,9.083333333333336
2,39.166666666666664,6781171.546535536,2.4061075999055945,215396674.9835447,1491857.7402378179,9.166666666666664
2,39.25,6781171.546535536,2.4061075999055945,218324510.55700615,1491857.7402378179,9.25
2,39.333333333333336,6781171.546535536,2.4061075999055945,221271865.03429067,1491857.7402378179,9.333333333333336
2,39.416666666666664,6781171.546535536,2.4061075999055945,224238868.54142377,1491857.7402378179,9.416666666666664
2,39.5,6781171.546535536,2.4061075999055945,227225652.07193774,1491857.7402378179,9.5
2,39.583333333333336,6781171.546535536,2.4061075999055945,230232347.49265513,1491857.7402378179,9.583333333333336
2,39.666666666666664,6781171.546535536,2.4061075999055945,233259087.54951066,1491857.7402378179,9.666666666666664
2,39.75,6781171.546535536,2.4061075999055945,236306005.87341186,1491857.7402378179,9.75
2,39.833333333333336,6781171.546535536,2.4061075999055945,239373236.9861391,1491857.7402378179,9.833333333333336
2,39.916666666666664,6781171.546535536,2.4061075999055945,242460916.3062845,1491857.7402378179,9.916666666666664
2,40.0,7533881.588200981,2.6731855434951157,245569180.15523088,1657453.9494042157,10.0
2,40.083333333333336,7533881.588200981,2.6731855434951157,248863761.97233662,1657453.9494042157,10.083333333333336
2,40.166666666666664,7533881.588200981,2.6731855434951157,252180307.66822305,1657453.9494042157,10.166666666666664
2,40.25,7533881.588200981,2.6731855434951157,255518963.66874874,1657453.9494042157,10.25
2,40.333333333333336,7533881.588200981,2.6731855434951157,258879877.37594458,1657453.9494042157,10.333333333333336
2,40.416666666666664,7533881.588200981,2.6731855434951157,262263197.17452174,1657453.9494042157,10.416666666666664
2,40.5,7533881.588200981,2.6731855434951157,265669072.43842274,1657453.9494042157,10.5
2,40.583333333333336,7533881.588200981,2.6731855434951157,269097653.53741646,1657453.9494042157,10.583333333333336
2,40.666666666666664,7533881.588200981,2.6731855434951157,272549091.84373677,1657453.9494042157,10.666666666666664
2,40.75,7533881.588200981,2.6731855434951157,276023539.7387659,1657453.9494042157,10.75
2,40.833333333333336,7533881.588200981,2.6731855434951157,279521150.6197619,1657453.9494042157,10.833333333333336
2,40.916666666666664,7533881.588200981,2.6731855434951157,283042078.9066312,1657453.9494042157,10.916666666666664
2,41.0,7609220.40408299,2.699917398930067,286586480.0487463,1674028.488898258,11.0
2,41.083333333333336,7609220.40408299,2.699917398930067,290171085.07130283,1674028.488898258,11.083333333333336
2,41.166666666666664,7609220.40408299,2.699917398930067,293779587.46067643,1674028.488898258,11.166666666666664
2,41.25,7609220.40408299,2.699917398930067,297412146.5326459,1674028.488898258,11.25
2,41.333333333333336,7609220.40408299,2.699917398930067,301068922.6650951,1674028.488898258,11.333333333333336
2,41.416666666666664,7609220.40408299,2.699917398930067,304750077.305094,1674028.488898258,11.416666666666664
2,41.5,7609220.40408299,2.699917398930067,308455772.97602624,1674028.488898258,11.5
2,41.583333333333336,7609220.40408299,2.699917398930067,312186173.28476465,1674028.488898258,11.583333333333336
2,41.666666666666664,7609220.40408299,2.699917398930067,315941442.92889464,1674028.488898258,11.666666666666664
2,41.75,7609220.40408299,2.699917398930067,319721747.7039855,1674028.488898258,11.75
2,41.833333333333336,7609220.40408299,2.699917398930067,323527254.51091033,1674028.488898258,11.833333333333336
2,41.916666666666664,7609220.40408299,2.699917398930067,327358131.3632147,1674028.488898258,11.916666666666664
2,42.0,7685312.60812382,2.7269165729193676,331214547.39453435,1690768.7737872405,12.0
2,42.083333333333336,7685312.60812382,2.7269165729193676,335113413.1509518,1690768.7737872405,12.083333333333336
2,42.166666666666664,7685312.60812382,2.7269165729193676,339038271.3457454,1690768.7737872405,12.166666666666664
2,42.25,7685312.60812382,2.7269165729193676,342989295.2618376,1690768.7737872405,12.25
2,42.333333333333336,7685312.60812382,2.7269165729193676,346966659.3373704,1690768.7737872405,12.333333333333336
2,42.416666666666664,7685312.60812382,2.7269165729193676,350970539.1734068,1690768.7737872405,12.416666666666664
2,42.5,7685312.60812382,2.7269165729193676,355001111.5416834,1690768.7737872405,12.5
2,42.583333333333336,7685312.60812382,2.7269165729193676,359058554.39241517,1690768.7737872405,12.583333333333336
2,42.666666666666664,7685312.60812382,2.7269165729193676,363143046.86215186,1690768.7737872405,12.666666666666664
2,42.75,7685312.60812382,2.7269165729193676,367254769.2816868,1690768.7737872405,12.75
2,42.833333333333336,7685312.60812382,2.7269165729193676,371393903.1840186,1690768.7737872405,12.833333333333336
2,42.916666666666664,7685312.60812382,2.7269165729193676,375560631.31236595,1690768.7737872405,12.916666666666664
2,43.0,7762165.734205059,2.7541857386485615,379755137.62823564,1707676.4615251129,13.0
2,43.083333333333336,7762165.734205059,2.7541857386485615,383994515.0072823,1707676.4615251129,13.083333333333336
2,43.166666666666664,7762165.734205059,2.7541857386485615,388262154.9021893,1707676.4615251129,13.166666666666664
2,43.25,7762165.734205059,2.7541857386485615,392558245.729729,1707676.4615251129,13.25
2,43.333333333333336,7762165.734205059,2.7541857386485615,396882977.16278565,1707676.4615251129,13.333333333333336
2,43.416666666666664,7762165.734205059,2.7541857386485615,401236540.13872933,1707676.4615251129,13.416666666666664
2,43.5,7762165.734205059,2.7541857386485615,405619126.86784595,1707676.4615251129,13.5
2,43.583333333333336,7762165.734205059,2.7541857386485615,410030930.8418234,1707676.4615251129,13.583333333333336
2,43.666666666666664,7762165.734205059,2.7541857386485615,414472146.842294,1707676.4615251129,13.666666666666664
2,43.75,7762165.734205059,2.7541857386485615,418942970.9494344,1707676.4615251129,13.75
2,43.833333333333336,7762165.734205059,2.7541857386485615,423443600.5506224,1707676.4615251129,13.833333333333336
2,43.916666666666664,7762165.734205059,2.7541857386485615,427974234.3491517,1707676.4615251129,13.916666666666664
2,44.0,7839787.391547109,2.7817275960350467,432535072.37300444,1724753.226140364,14.0
2,44.083333333333336,7839787.391547109,2.7817275960350467,437143392.74829817,1724753.226140364,14.083333333333336
2,44.166666666666664,7839787.391547109,2.7817275960350467,441782435.2594272,1724753.226140364,14.166666666666664
2,44.25,7839787.391547109,2.7817275960350467,446452404.7206304,1724753.226140364,14.25
2,44.333333333333336,7839787.391547109,2.7817275960350467,451153507.31157494,1724753.226140364,14.333333333333336
2,44.416666666666664,7839787.391547109,2.7817275960350467,455885950.5864591,1724753.226140364,14.416666666666664
2,44.5,7839787.391547109,2.7817275960350467,460649943.4831758,1724753.226140364,14.5
2,44.583333333333336,7839787.391547109,2.7817275960350467,465445696.33253735,1724753.226140364,14.583333333333336
2,44.666666666666664,7839787.391547109,2.7817275960350467,470273420.8675613,1724753.226140364,14.666666666666664
2,44.75,7839787.391547109,2.7817275960350467,475133330.2328187,1724753.226140364,14.75
2,44.833333333333336,7839787.391547109,2.7817275960350467,480025638.9938445,1724753.226140364,14.833333333333336
2,44.916666666666664,7839787.391547109,2.7817275960350467,484950563.1466105,1724753.226140364,14.916666666666664
2,45.0,8710003.79200884,3.0904993591949377,489908320.1270616,1916200.8342419446,15.0
2,45.083333333333336,8710003.79200884,3.0904993591949377,495090576.4288173,1916200.8342419446,15.083333333333336
2,45.166666666666664,8710003.79200884,3.0904993591949377,500307381.10591793,1916200.8342419446,15.166666666666664
2,45.25,8710003.79200884,3.0904993591949377,505558964.48086596,1916200.8342419446,15.25
2,45.333333333333336,8710003.79200884,3.0904993591949377,510845558.41164696,1916200.8342419446,15.333333333333336
2,45.416666666666664,8710003.79200884,3.0904993591949377,516167396.3019665,1916200.8342419446,15.416666666666664
2,45.5,8710003.79200884,3.0904993591949377,521524713.1115548,1916200.8342419446,15.5
2,45.583333333333336,8710003.79200884,3.0904993591949377,526917745.3665404,1916200.8342419446,15.583333333333336
2,45.666666666666664,8710003.79200884,3.0904993591949377,532346731.16989255,1916200.8342419446,15.666666666666664
2,45.75,8710003.79200884,3.0904993591949377,537811910.2119337,1916200.8342419446,15.75
2,45.833333333333336,8710003.79200884,3.0904993591949377,543313523.7809219,1916200.8342419446,15.833333333333336
2,45.916666666666664,8710003.79200884,3.0904993591949377,548851814.7737033,1916200.8342419446,15.916666666666664
2,46.0,8797103.829928927,3.1214043527868864,554427027.7064366,1935362.8425843639,16.0
2,46.08333333333333,8797103.829928927,3.1214043527868864,560058570.7337306,1935362.8425843639,16.08333333333333
2,46.16666666666667,8797103.829928927,3.1214043527868864,565727657.3812064,1935362.8425843639,16.16666666666667
2,46.25,8797103.829928927,3.1214043527868864,571434537.9396654,1935362.8425843639,16.25
2,46.33333333333333,8797103.829928927,3.1214043527868864,577179464.3685142,1935362.8425843639,16.33333333333333
2,46.41666666666667,8797103.829928927,3.1214043527868864,582962690.3068886,1935362.8425843639,16.41666666666667
2,46.5,8797103.829928927,3.1214043527868864,588784471.0848522,1935362.8425843639,16.5
2,46.58333333333333,8797103.829928927,3.1214043527868864,594645063.7346689,1935362.8425843639,16.58333333333333
2,46.66666666666667,8797103.829928927,3.1214043527868864,600544727.002151,1935362.8425843639,16.66666666666667
2,46.75,8797103.829928927,3.1214043527868864,606483721.358083,1935362.8425843639,16.75
2,46.83333333333333,8797103.829928927,3.1214043527868864,612462309.0097213,1935362.8425843639,16.83333333333333
2,46.91666666666667,8797103.829928927,3.1214043527868864,618480753.9123704,1935362.8425843639,16.91666666666667
2,47.0,8885074.868228216,3.152618396314755,624539321.7810372,1954716.4710102074,17.0
2,47.08333333333333,8885074.868228216,3.152618396314755,630657633.7305876,1954716.4710102074,17.08333333333333
2,47.16666666666667,8885074.868228216,3.152618396314755,636816734.4264684,1954716.4710102074,17.16666666666667
2,47.25,8885074.868228216,3.152618396314755,643016895.793655,1954716.4710102074,17.25
2,47.33333333333333,8885074.868228216,3.152618396314755,649258391.5699562,1954716.4710102074,17.33333333333333
2,47.41666666666667,8885074.868228216,3.152618396314755,655541497.3180994,1954716.4710102074,17.41666666666667
2,47.5,8885074.868228216,3.152618396314755,661866490.4378968,1954716.4710102074,17.5
2,47.58333333333333,8885074.868228216,3.152618396314755,668233650.178493,1954716.4710102074,17.58333333333333
2,47.66666666666667,8885074.868228216,3.152618396314755,674643257.6506932,1954716.4710102074,17.66666666666667
2,47.75,8885074.868228216,3.152618396314755,681095595.8393747,1954716.4710102074,17.75
2,47.83333333333333,8885074.868228216,3.152618396314755,687590949.6159806,1954716.4710102074,17.83333333333333
2,47.91666666666667,8885074.868228216,3.152618396314755,694129605.7510973,1954716.4710102074,17.91666666666667
2,48.0,8973925.616910499,3.184144580277903,700711852.9271148,1974263.6357203098,18.0
2,48.08333333333333,8973925.616910499,3.184144580277903,707357528.9156824,1974263.6357203098,18.08333333333333
2,48.16666666666667,8973925.616910499,3.184144580277903,714047509.4108405,1974263.6357203098,18.16666666666667
2,48.25,8973925.616910499,3.184144580277903,720782089.7759663,1974263.6357203098,18.25
2,48.33333333333333,8973925.616910499,3.184144580277903,727561567.3435262,1974263.6357203098,18.33333333333333
2,48.41666666666667,8973925.616910499,3.184144580277903,734386241.4282033,1974263.6357203098,18.41666666666667
2,48.5,8973925.616910499,3.184144580277903,741256413.3401116,1974263.6357203098,18.5
