salario_inicial_sm_2024,edad,salario_pyg_real,salario_sm_2024_ref,capital_pyg_real,aporte_mensual_pyg_real,anos_experiencia
2,48.58333333333333,8973925.616910499,3.184144580277903,748172386.3980992,1974263.6357203098,18.58333333333333
2,48.66666666666667,8973925.616910499,3.184144580277903,755134465.94314,1974263.6357203098,18.66666666666667
2,48.75,8973925.616910499,3.184144580277903,762142959.3518145,1974263.6357203098,18.75
2,48.83333333333333,8973925.616910499,3.184144580277903,769198176.0498801,1974263.6357203098,18.83333333333333
2,48.91666666666667,8973925.616910499,3.184144580277903,776300427.5259329,1974263.6357203098,18.91666666666667
2,49.0,9063664.873079604,3.215986026080682,783450027.3451593,1994006.2720775127,19.0
2,49.08333333333333,9063664.873079604,3.215986026080682,790667033.7995379,1994006.2720775127,19.08333333333333
2,49.16666666666667,9063664.873079604,3.215986026080682,797932153.630279,1994006.2720775127,19.16666666666667
2,49.25,9063664.873079604,3.215986026080682,805245707.593225,1994006.2720775127,19.25
2,49.33333333333333,9063664.873079604,3.215986026080682,812608018.5825907,1994006.2720775127,19.33333333333333
2,49.41666666666667,9063664.873079604,3.215986026080682,820019411.6452188,1994006.2720775127,19.41666666666667
2,49.5,9063664.873079604,3.215986026080682,827480213.9949311,1994006.2720775127,19.5
2,49.58333333333333,9063664.873079604,3.215986026080682,834990755.0269748,1994006.2720775127,19.58333333333333
2,49.66666666666667,9063664.873079604,3.215986026080682,842551366.3325654,1994006.2720775127,19.66666666666667
2,49.75,9063664.873079604,3.215986026080682,850162381.7135267,1994006.2720775127,19.75
2,49.83333333333333,9063664.873079604,3.215986026080682,857824137.1970277,1994006.2720775127,19.83333333333333
2,49.91666666666667,9063664.873079604,3.215986026080682,865536971.0504187,1994006.2720775127,19.91666666666667
2,50.0,10069731.67399144,3.572960474975638,873301223.7961657,2215340.968278117,20.0
2,50.08333333333333,10069731.67399144,3.572960474975638,881338572.923085,2215340.968278117,20.08333333333333
2,50.16666666666667,10069731.67399144,3.572960474975638,889429504.377517,2215340.968278117,20.16666666666667
2,50.25,10069731.67399144,3.572960474975638,897574375.3749785,2215340.968278117,20.25
2,50.33333333333333,10069731.67399144,3.572960474975638,905773545.5124232,2215340.968278117,20.33333333333333
2,50.41666666666667,10069731.67399144,3.572960474975638,914027376.7841175,2215340.968278117,20.41666666666667
2,50.5,10069731.67399144,3.572960474975638,922336233.597623,2215340.968278117,20.5
2,50.58333333333333,10069731.67399144,3.572960474975638,930700482.7898853,2215340.968278117,20.58333333333333
2,50.66666666666667,10069731.67399144,3.572960474975638,939120493.6434293,2215340.968278117,20.66666666666667
2,50.75,10069731.67399144,3.572960474975638,947596637.9026636,2215340.968278117,20.75
2,50.83333333333333,10069731.67399144,3.572960474975638,956129289.7902927,2215340.968278117,20.83333333333333
2,50.91666666666667,10069731.67399144,3.572960474975638,964718826.0238395,2215340.968278117,20.91666666666667
2,51.0,10170428.990731355,3.6086900797253945,973365625.8322765,2237494.377960898,21.0
2,51.08333333333333,10170428.990731355,3.6086900797253945,982092224.3824525,2237494.377960898,21.08333333333333
2,51.16666666666667,10170428.990731355,3.6086900797253945,990877000.2562964,2237494.377960898,21.16666666666667
2,51.25,10170428.990731355,3.6086900797253945,999720341.3026326,2237494.377960898,21.25
2,51.33333333333333,10170428.990731355,3.6086900797253945,1008622637.9559443,2237494.377960898,21.33333333333333
2,51.41666666666667,10170428.990731355,3.6086900797253945,1017584283.2536114,2237494.377960898,21.41666666666667
2,51.5,10170428.990731355,3.6086900797253945,1026605672.853263,2237494.377960898,21.5
2,51.58333333333333,10170428.990731355,3.6086900797253945,1035687205.0502456,2237494.377960898,21.58333333333333
2,51.66666666666667,10170428.990731355,3.6086900797253945,1044829280.7952081,2237494.377960898,21.66666666666667
2,51.75,10170428.990731355,3.6086900797253945,1054032303.7118037,2237494.377960898,21.75
2,51.83333333333333,10170428.990731355,3.6086900797253945,1063296680.1145099,2237494.377960898,21.83333333333333
2,51.91666666666667,10170428.990731355,3.6086900797253945,1072622819.0265676,2237494.377960898,21.91666666666667
2,52.0,10272133.280638669,3.6447769805226486,1082011132.1980388,2259869.321740507,22.0
2,52.08333333333333,10272133.280638669,3.6447769805226486,1091484409.067766,2259869.321740507,22.08333333333333
2,52.16666666666667,10272133.280638669,3.6447769805226486,1101020841.1166246,2259869.321740507,22.16666666666667
2,52.25,10272133.280638669,3.6447769805226486,1110620849.3791425,2259869.321740507,22.25
2,52.33333333333333,10272133.280638669,3.6447769805226486,1120284857.6967437,2259869.321740507,22.33333333333333
2,52.41666666666667,10272133.280638669,3.6447769805226486,1130013292.7364624,2259869.321740507,22.41666666666667
2,52.5,10272133.280638669,3.6447769805226486,1139806584.009779,2259869.321740507,22.5
2,52.58333333333333,10272133.280638669,3.6447769805226486,1149665163.8915844,2259869.321740507,22.58333333333333
2,52.66666666666667,10272133.280638669,3.6447769805226486,1159589467.6392686,2259869.321740507,22.66666666666667
2,52.75,10272133.280638669,3.6447769805226486,1169579933.4119375,2259869.321740507,22.75
2,52.83333333333333,10272133.280638669,3.6447769805226486,1179637002.2897573,2259869.321740507,22.83333333333333
2,52.91666666666667,10272133.280638669,3.6447769805226486,1189761118.2934294,2259869.321740507,22.91666666666667
2,53.0,10374854.613445055,3.6812247503278748,1199952728.4037926,2282468.0149579123,23.0
2,53.08333333333333,10374854.613445055,3.6812247503278748,1210234881.2747757,2282468.0149579123,23.08333333333333
2,53.16666666666667,10374854.613445055,3.6812247503278748,1220585581.8315654,2282468.0149579123,23.16666666666667
2,53.25,10374854.613445055,3.6812247503278748,1231005287.0587337,2282468.0149579123,23.25
2,53.33333333333333,10374854.613445055,3.6812247503278748,1241494456.9874165,2282468.0149579123,23.33333333333333
2,53.41666666666667,10374854.613445055,3.6812247503278748,1252053554.7156239,2282468.0149579123,23.41666666666667
2,53.5,10374854.613445055,3.6812247503278748,1262683046.428686,2282468.0149579123,23.5
2,53.58333333333333,10374854.613445055,3.6812247503278748,1273383401.4198349,2282468.0149579123,23.58333333333333
2,53.66666666666667,10374854.613445055,3.6812247503278748,1284155092.110925,2282468.0149579123,23.66666666666667
2,53.75,10374854.613445055,3.6812247503278748,1294998594.073289,2282468.0149579123,23.75
2,53.83333333333333,10374854.613445055,3.6812247503278748,1305914386.0487354,2282468.0149579123,23.83333333333333
2,53.91666666666667,10374854.613445055,3.6812247503278748,1316902949.9706848,2282468.0149579123,23.91666666666667
2,54.0,10478603.159579506,3.718036997831154,1327964770.9854472,2305292.695107491,24.0
2,54.08333333333333,10478603.159579506,3.718036997831154,1339123162.153791,2305292.695107491,24.08333333333333
2,54.16666666666667,10478603.159579506,3.718036997831154,1350355942.5965903,2305292.695107491,24.16666666666667
2,54.25,10478603.159579506,3.718036997831154,1361663608.2423415,2305292.695107491,24.25
2,54.33333333333333,10478603.159579506,3.718036997831154,1373046658.3257313,2305292.695107491,24.33333333333333
2,54.41666666666667,10478603.159579506,3.718036997831154,1384505595.4096768,2305292.695107491,24.41666666666667
2,54.5,10478603.159579506,3.718036997831154,1396040925.4075153,2305292.695107491,24.5
2,54.58333333333333,10478603.159579506,3.718036997831154,1407653157.6053395,2305292.695107491,24.58333333333333
2,54.66666666666667,10478603.159579506,3.718036997831154,1419342804.6844826,2305292.695107491,24.66666666666667
2,54.75,10478603.159579506,3.718036997831154,1431110382.7441533,2305292.695107491,24.75
2,54.83333333333333,10478603.159579506,3.718036997831154,1442956411.3242216,2305292.695107491,24.83333333333333
2,54.91666666666667,10478603.159579506,3.718036997831154,1454881413.428157,2305292.695107491,24.91666666666667
2,55.0,11641728.110292831,4.130739104590412,1466885915.5461187,2561180.184264423,25.0
2,55.08333333333333,11641728.110292831,4.130739104590412,1479226335.1673572,2561180.184264423,25.08333333333333
2,55.16666666666667,11641728.110292831,4.130739104590412,1491649024.2527373,2561180.184264423,25.16666666666667
2,55.25,11641728.110292831,4.130739104590412,1504154531.2653532,2561180.184264423,25.25
2,55.33333333333333,11641728.110292831,4.130739104590412,1516743408.32472,2561180.184264423,25.33333333333333
2,55.41666666666667,11641728.110292831,4.130739104590412,1529416211.231149,2561180.184264423,25.41666666666667
2,55.5,11641728.110292831,4.130739104590412,1542173499.4902875,2561180.184264423,25.5
2,55.58333333333333,11641728.110292831,4.130739104590412,1555015836.3378205,2561180.184264423,25.58333333333333
2,55.66666666666667,11641728.110292831,4.130739104590412,1567943788.764337,2561180.184264423,25.66666666666667
2,55.75,11641728.110292831,4.130739104590412,1580957927.5403636,2561180.184264423,25.75
2,55.83333333333333,11641728.110292831,4.130739104590412,1594058827.2415636,2561180.184264423,25.83333333333333
2,55.91666666666667,11641728.110292831,4.130739104590412,1607247066.274105,2561180.184264423,25.91666666666667
2,56.0,11758145.39139576,4.172046495636317,1620523226.9001968,2586791.986107067,26.0
2,56.08333333333333,11758145.39139576,4.172046495636317,1633913507.0656385,2586791.986107067,26.08333333333333
2,56.16666666666667,11758145.39139576,4.172046495636317,1647393055.7655165,2586791.986107067,26.16666666666667
2,56.25,11758145.39139576,4.172046495636317,1660962468.1233935,2586791.986107067,26.25
2,56.33333333333333,11758145.39139576,4.172046495636317,1674622343.230323,2586791.986107067,26.33333333333333
2,56.41666666666667,11758145.39139576,4.172046495636317,1688373284.171299,2586791.986107067,26.41666666666667
2,56.5,11758145.39139576,4.172046495636317,1702215898.0518813,2586791.986107067,26.5
2,56.58333333333333,11758145.39139576,4.172046495636317,1716150796.0250008,2586791.986107067,26.58333333333333
2,56.66666666666667,11758145.39139576,4.172046495636317,1730178593.3179412,2586791.986107067,26.66666666666667
2,56.75,11758145.39139576,4.172046495636317,1744299909.2595012,2586791.986107067,26.75
2,56.83333333333333,11758145.39139576,4.172046495636317,1758515367.3073382,2586791.986107067,26.83333333333333
2,56.91666666666667,11758145.39139576,4.172046495636317,1772825595.075494,2586791.986107067,26.91666666666667
2,57.0,11875726.845309718,4.21376696059268,1787231224.3621044,2612659.905968138,27.0
2,57.08333333333333,11875726.845309718,4.21376696059268,1801758759.0971532,2612659.905968138,27.08333333333333
2,57.16666666666667,11875726.845309718,4.21376696059268,1816383144.0637689,2612659.905968138,27.16666666666667
2,57.25,11875726.845309718,4.21376696059268,1831105024.930162,2612659.905968138,27.25
2,57.33333333333333,11875726.845309718,4.21376696059268,1845925051.6689978,2612659.905968138,27.33333333333333
2,57.41666666666667,11875726.845309718,4.21376696059268,1860843878.5860925,2612659.905968138,27.41666666666667
2,57.5,11875726.845309718,4.21376696059268,1875862164.349301,2612659.905968138,27.5
2,57.58333333333333,11875726.845309718,4.21376696059268,1890980572.017598,2612659.905968138,27.58333333333333
2,57.66666666666667,11875726.845309718,4.21376696059268,1906199769.07035,2612659.905968138,27.66666666666667
2,57.75,11875726.845309718,4.21376696059268,1921520427.436787,2612659.905968138,27.75
2,57.83333333333333,11875726.845309718,4.21376696059268,1936943223.525667,2612659.905968138,27.83333333333333
2,57.91666666666667,11875726.845309718,4.21376696059268,1952468838.2551394,2612659.905968138,27.91666666666667
2,58.0,11994484.113762815,4.255904630198606,1968097957.0828083,2638786.5050278194,28.0
2,58.08333333333333,11994484.113762815,4.255904630198606,1983857396.6350546,2638786.5050278194,28.08333333333333
2,58.16666666666667,11994484.113762815,4.255904630198606,1999721899.1176493,2638786.5050278194,28.16666666666667
2,58.25,11994484.113762815,4.255904630198606,2015692164.9501278,2638786.5050278194,28.25
2,58.33333333333333,11994484.113762815,4.255904630198606,2031768899.2214897,2638786.5050278194,28.33333333333333
2,58.41666666666667,11994484.113762815,4.255904630198606,2047952811.7213273,2638786.5050278194,28.41666666666667
2,58.5,11994484.113762815,4.255904630198606,2064244616.9711637,2638786.5050278194,28.5
2,58.58333333333333,11994484.113762815,4.255904630198606,2080645034.255999,2638786.5050278194,28.58333333333333
2,58.66666666666667,11994484.113762815,4.255904630198606,2097154787.6560667,2638786.5050278194,28.66666666666667
2,58.75,11994484.113762815,4.255904630198606,2113774606.0788014,2638786.5050278194,28.75
2,58.83333333333333,11994484.113762815,4.255904630198606,2130505223.291021,2638786.5050278194,28.83333333333333
2,58.91666666666667,11994484.113762815,4.255904630198606,2147347377.9513223,2638786.5050278194,28.91666666666667
2,59.0,12114428.954900444,4.298463676500592,2164301813.642692,2665174.3700780976,29.0
2,59.08333333333333,12114428.954900444,4.298463676500592,2181395666.770388,2665174.3700780976,29.08333333333333
2,59.16666666666667,12114428.954900444,4.298463676500592,2198603478.9189353,2665174.3700780976,29.16666666666667
2,59.25,12114428.954900444,4.298463676500592,2215926009.8151393,2665174.3700780976,29.25
2,59.33333333333333,12114428.954900444,4.298463676500592,2233364024.2506514,2665174.3700780976,29.33333333333333
2,59.41666666666667,12114428.954900444,4.298463676500592,2250918292.1157336,2665174.3700780976,29.41666666666667
2,59.5,12114428.954900444,4.298463676500592,2268589588.43325,2665174.3700780976,29.5
2,59.58333333333333,12114428.954900444,4.298463676500592,2286378693.392883,2665174.3700780976,29.58333333333333
2,59.66666666666667,12114428.954900444,4.298463676500592,2304286392.38558,2665174.3700780976,29.66666666666667
2,59.75,12114428.954900444,4.298463676500592,2322313476.0382285,2665174.3700780976,29.75
2,59.83333333333333,12114428.954900444,4.298463676500592,2340460740.2485614,2665174.3700780976,29.83333333333333
2,59.91666666666667,12114428.954900444,4.298463676500592,2358728986.2202964,2665174.3700780976,29.91666666666667
2,60.0,13459130.568894394,4.7755931445921584,2377119020.4985094,2961008.725156767,30.0
3,30.083333333333332,8454948.0,3.0,1860088.56,1860088.56,0.08333333333333215
3,30.166666666666668,8454948.0,3.0,3732577.7104,1860088.56,0.16666666666666785
3,30.25,8454948.0,3.0,5617550.121802667,1860088.56,0.25
3,30.333333333333332,8454948.0,3.0,7515089.015948018,1860088.56,0.33333333333333215
3,30.416666666666668,8454948.0,3.0,9425278.16938767,1860088.56,0.41666666666666785
3,30.5,8454948.0,3.0,11348201.917183587,1860088.56,0.5
3,30.583333333333332,8454948.0,3.0,13283945.156631477,1860088.56,0.5833333333333321
3,30.666666666666668,8454948.0,3.0,15232593.35100902,1860088.56,0.6666666666666679
3,30.75,8454948.0,3.0,17194232.53334908,1860088.56,0.75
3,30.833333333333332,8454948.0,3.0,19168949.31023807,1860088.56,0.8333333333333321
3,30.916666666666668,8454948.0,3.0,21156830.865639657,1860088.56,0.9166666666666679
3,31.0,8539497.48,3.0300000000000002,23157964.96474392,1878689.4456000002,1.0
3,31.083333333333332,8539497.48,3.0300000000000002,25191040.84344221,1878689.4456000002,1.0833333333333321
3,31.166666666666668,8539497.48,3.0300000000000002,27237670.56133182,1878689.4456000002,1.1666666666666679
3,31.25,8539497.48,3.0300000000000002,29297944.477340695,1878689.4456000002,1.25
3,31.333333333333332,8539497.48,3.0300000000000002,31371953.55278963,1878689.4456000002,1.3333333333333321
3,31.416666666666668,8539497.48,3.0300000000000002,33459789.35540822,1878689.4456000002,1.4166666666666679
3,31.5,8539497.48,3.0300000000000002,35561544.06337761,1878689.4456000002,1.5
3,31.583333333333332,8539497.48,3.0300000000000002,37677310.46940013,1878689.4456000002,1.5833333333333321
3,31.666666666666668,8539497.48,3.0300000000000002,39807181.98479613,1878689.4456000002,1.6666666666666679
3,31.75,8539497.48,3.0300000000000002,41951252.643628106,1878689.4456000002,1.75
3,31.833333333333332,8539497.48,3.0300000000000002,44109617.10685229,1878689.4456000002,1.8333333333333321
3,31.916666666666668,8539497.48,3.0300000000000002,46282370.666497976,1878689.4456000002,1.9166666666666679
3,32.0,8624892.4548,3.0603000000000002,48469609.24987463,1897476.340056,2.0
3,32.083333333333336,8624892.4548,3.0603000000000002,50690216.31826313,1897476.340056,2.0833333333333357
3,32.166666666666664,8624892.4548,3.0603000000000002,52925627.43377422,1897476.340056,2.1666666666666643
3,32.25,8624892.4548,3.0603000000000002,55175941.29005538,1897476.340056,2.25
3,32.333333333333336,8624892.4548,3.0603000000000002,57441257.238711745,1897476.340056,2.3333333333333357
3,32.416666666666664,8624892.4548,3.0603000000000002,59721675.293692484,1897476.340056,2.4166666666666643
3,32.5,8624892.4548,3.0603000000000002,62017296.13570643,1897476.340056,2.5
3,32.583333333333336,8624892.4548,3.0603000000000002,64328221.11666714,1897476.340056,2.5833333333333357
3,32.666666666666664,8624892.4548,3.0603000000000002,66654552.264167584,1897476.340056,2.6666666666666643
3,32.75,8624892.4548,3.0603000000000002,68996392.2859847,1897476.340056,2.75
3,32.833333333333336,8624892.4548,3.0603000000000002,71353844.57461393,1897476.340056,2.8333333333333357
3,32.916666666666664,8624892.4548,3.0603000000000002,73727013.21183401,1897476.340056,2.9166666666666643
3,33.0,8711141.379348,3.0909030000000004,76116002.97330223,1916451.10345656,3.0
3,33.083333333333336,8711141.379348,3.0909030000000004,78539894.0965808,1916451.10345656,3.0833333333333357
3,33.166666666666664,8711141.379348,3.0909030000000004,80979944.49401456,1916451.10345656,3.1666666666666643
3,33.25,8711141.379348,3.0909030000000004,83436261.89409788,1916451.10345656,3.25
3,33.333333333333336,8711141.379348,3.0909030000000004,85908954.74351509,1916451.10345656,3.3333333333333357
3,33.416666666666664,8711141.379348,3.0909030000000004,88398132.21192841,1916451.10345656,3.4166666666666643
3,33.5,8711141.379348,3.0909030000000004,90903904.19679782,1916451.10345656,3.5
3,33.583333333333336,8711141.379348,3.0909030000000004,93426381.32823302,1916451.10345656,3.5833333333333357
3,33.666666666666664,8711141.379348,3.0909030000000004,95965674.97387779,1916451.10345656,3.6666666666666643
3,33.75,8711141.379348,3.0909030000000004,98521897.24382685,1916451.10345656,3.75
3,33.833333333333336,8711141.379348,3.0909030000000004,101095160.99557558,1916451.10345656,3.8333333333333357
3,33.916666666666664,8711141.379348,3.0909030000000004,103685579.83900262,1916451.10345656,3.9166666666666643
3,34.0,8798252.79314148,3.12181203,106293268.14138585,1935615.6144911258,4.0
3,34.083333333333336,8798252.79314148,3.12181203,108937505.54348621,1935615.6144911258,4.083333333333336
3,34.166666666666664,8798252.79314148,3.12181203,111599371.19493389,1935615.6144911258,4.166666666666664
3,34.25,8798252.79314148,3.12181203,114278982.61739123,1935615.6144911258,4.25
3,34.333333333333336,8798252.79314148,3.12181203,116976458.11599828,1935615.6144911258,4.333333333333336
3,34.416666666666664,8798252.79314148,3.12181203,119691916.78459606,1935615.6144911258,4.416666666666664
3,34.5,8798252.79314148,3.12181203,122425478.51098448,1935615.6144911258,4.5
3,34.583333333333336,8798252.79314148,3.12181203,125177263.9822155,1935615.6144911258,4.583333333333336
3,34.666666666666664,8798252.79314148,3.12181203,127947394.68992138,1935615.6144911258,4.666666666666664
3,34.75,8798252.79314148,3.12181203,130735992.93567863,1935615.6144911258,4.75
3,34.833333333333336,8798252.79314148,3.12181203,133543181.8364076,1935615.6144911258,4.833333333333336
3,34.916666666666664,8798252.79314148,3.12181203,136369085.32980812,1935615.6144911258,4.916666666666664
3,35.0,9774858.853180185,3.4683331653300002,139213828.1798313,2150468.947699641,5.0
3,35.083333333333336,9774858.853180185,3.4683331653300002,142292389.31539646,2150468.947699641,5.083333333333336
3,35.166666666666664,9774858.853180185,3.4683331653300002,145391474.19186538,2150468.947699641,5.166666666666664
3,35.25,9774858.853180185,3.4683331653300002,148511219.63417745,2150468.947699641,5.25
3,35.333333333333336,9774858.853180185,3.4683331653300002,151651763.37943825,2150468.947699641,5.333333333333336
3,35.416666666666664,9774858.853180185,3.4683331653300002,154813244.0830008,2150468.947699641,5.416666666666664
3,35.5,9774858.853180185,3.4683331653300002,157995801.3245871,2150468.947699641,5.5
3,35.583333333333336,9774858.853180185,3.4683331653300002,161199575.61445063,2150468.947699641,5.583333333333336
3,35.666666666666664,9774858.853180185,3.4683331653300002,164424708.39957994,2150468.947699641,5.666666666666664
3,35.75,9774858.853180185,3.4683331653300002,167671342.06994343,2150468.947699641,5.75
3,35.833333333333336,9774858.853180185,3.4683331653300002,170939619.964776,2150468.947699641,5.833333333333336
3,35.916666666666664,9774858.853180185,3.4683331653300002,174229686.37890747,2150468.947699641,5.916666666666664
3,36.0,9872607.441711986,3.5030164969833,177541686.56913313,2171973.637176637,6.0
3,36.083333333333336,9872607.441711986,3.5030164969833,180897271.45010397,2171973.637176637,6.083333333333336
3,36.166666666666664,9872607.441711986,3.5030164969833,184275226.89694795,2171973.637176637,6.166666666666664
3,36.25,9872607.441711986,3.5030164969833,187675702.0467709,2171973.637176637,6.25
3,36.333333333333336,9872607.441711986,3.5030164969833,191098847.030926,2171973.637176637,6.333333333333336
3,36.416666666666664,9872607.441711986,3.5030164969833,194544812.98164213,2171973.637176637,6.416666666666664
3,36.5,9872607.441711986,3.5030164969833,198013752.03869635,2171973.637176637,6.5
3,36.583333333333336,9872607.441711986,3.5030164969833,201505817.35613096,2171973.637176637,6.583333333333336
3,36.666666666666664,9872607.441711986,3.5030164969833,205021163.1090151,2171973.637176637,6.666666666666664
3,36.75,9872607.441711986,3.5030164969833,208559944.50025183,2171973.637176637,6.75
3,36.833333333333336,9872607.441711986,3.5030164969833,212122317.76743013,2171973.637176637,6.833333333333336
3,36.916666666666664,9872607.441711986,3.5030164969833,215708440.18972296,2171973.637176637,6.916666666666664
3,37.0,9971333.516129106,3.538046661953133,219318470.09483105,2193693.3735484034,7.0
3,37.083333333333336,9971333.516129106,3.538046661953133,222974286.602345,2193693.3735484034,7.083333333333336
3,37.166666666666664,9971333.516129106,3.538046661953133,226654475.219909,2193693.3735484034,7.166666666666664
3,37.25,9971333.516129106,3.538046661953133,230359198.4282568,2193693.3735484034,7.25
3,37.333333333333336,9971333.516129106,3.538046661953133,234088619.79132688,2193693.3735484034,7.333333333333336
3,37.416666666666664,9971333.516129106,3.538046661953133,237842903.9634841,2193693.3735484034,7.416666666666664
3,37.5,9971333.516129106,3.538046661953133,241622216.6967891,2193693.3735484034,7.5
3,37.583333333333336,9971333.516129106,3.538046661953133,245426724.84831607,2193693.3735484034,7.583333333333336
3,37.666666666666664,9971333.516129106,3.538046661953133,249256596.3875199,2193693.3735484034,7.666666666666664
3,37.75,9971333.516129106,3.538046661953133,253112000.40365177,2193693.3735484034,7.75
3,37.833333333333336,9971333.516129106,3.538046661953133,256993107.1132245,2193693.3735484034,7.833333333333336
3,37.916666666666664,9971333.516129106,3.538046661953133,260900087.86752772,2193693.3735484034,7.916666666666664
3,38.0,10071046.851290397,3.5734271285726646,264833115.16019297,2215630.3072838876,8.0
3,38.083333333333336,10071046.851290397,3.5734271285726646,268814299.5685448,2215630.3072838876,8.083333333333336
3,38.166666666666664,10071046.851290397,3.5734271285726646,272822025.20628566,2215630.3072838876,8.166666666666664
3,38.25,10071046.851290397,3.5734271285726646,276856469.01494473,2215630.3072838876,8.25
3,38.333333333333336,10071046.851290397,3.5734271285726646,280917809.11566156,2215630.3072838876,8.333333333333336
3,38.416666666666664,10071046.851290397,3.5734271285726646,285006224.8170498,2215630.3072838876,8.416666666666664
3,38.5,10071046.851290397,3.5734271285726646,289121896.623114,2215630.3072838876,8.5
3,38.583333333333336,10071046.851290397,3.5734271285726646,293265006.2412186,2215630.3072838876,8.583333333333336
3,38.666666666666664,10071046.851290397,3.5734271285726646,297435736.5901106,2215630.3072838876,8.666666666666664
3,38.75,10071046.851290397,3.5734271285726646,301634271.8079952,2215630.3072838876,8.75
3,38.833333333333336,10071046.851290397,3.5734271285726646,305860797.2606657,2215630.3072838876,8.833333333333336
3,38.916666666666664,10071046.851290397,3.5734271285726646,310115499.5496873,2215630.3072838876,8.916666666666664
3,39.0,10171757.319803301,3.609161399858391,314398566.5206358,2237786.610356726,9.0
3,39.083333333333336,10171757.319803301,3.609161399858391,318732343.5744634,2237786.610356726,9.083333333333336
3,39.166666666666664,10171757.319803301,3.609161399858391,323095012.4753166,2237786.610356726,9.166666666666664
3,39.25,10171757.319803301,3.609161399858391,327486765.83550876,2237786.610356726,9.25
3,39.333333333333336,10171757.319803301,3.609161399858391,331907797.55143553,2237786.610356726,9.333333333333336
3,39.416666666666664,10171757.319803301,3.609161399858391,336358302.81213516,2237786.610356726,9.416666666666664
3,39.5,10171757.319803301,3.609161399858391,340838478.1079061,2237786.610356726,9.5
3,39.583333333333336,10171757.319803301,3.609161399858391,345348521.2389822,2237786.610356726,9.583333333333336
3,39.666666666666664,10171757.319803301,3.609161399858391,349888631.3242655,2237786.610356726,9.666666666666664
3,39.75,10171757.319803301,3.609161399858391,354459008.8101173,2237786.610356726,9.75
3,39.833333333333336,10171757.319803301,3.609161399858391,359059855.4792082,2237786.610356726,9.833333333333336
3,39.916666666666664,10171757.319803301,3.609161399858391,363691374.4594263,2237786.610356726,9.916666666666664
3,40.0,11300822.382301468,4.009778315242673,368353770.23284584,2486180.924106323,10.0
3,40.083333333333336,11300822.382301468,4.009778315242673,373295642.95850444,2486180.924106323,10.083333333333336
3,40.166666666666664,11300822.382301468,4.009778315242673,378270461.50233406,2486180.924106323,10.166666666666664
3,40.25,11300822.382301468,4.009778315242673,383278445.50312257,2486180.924106323,10.25
3,40.333333333333336,11300822.382301468,4.009778315242673,388319816.0639163,2486180.924106323,10.333333333333336
3,40.416666666666664,11300822.382301468,4.009778315242673,393394795.76178205,2486180.924106323,10.416666666666664
3,40.5,11300822.382301468,4.009778315242673,398503608.65763354,2486180.924106323,10.5
3,40.583333333333336,11300822.382301468,4.009778315242673,403646480.30612403,2486180.924106323,10.583333333333336
3,40.666666666666664,11300822.382301468,4.009778315242673,408823637.76560444,2486180.924106323,10.666666666666664
3,40.75,11300822.382301468,4.009778315242673,414035309.6081481,2486180.924106323,10.75
3,40.833333333333336,11300822.382301468,4.009778315242673,419281725.929642,2486180.924106323,10.833333333333336
3,40.916666666666664,11300822.382301468,4.009778315242673,424563118.3599459,2486180.924106323,10.916666666666664
3,41.0,11413830.606124483,4.049876098395099,429879720.07311845,2511042.733347386,11.0
3,41.083333333333336,11413830.606124483,4.049876098395099,435256627.60695326,2511042.733347386,11.083333333333336
3,41.166666666666664,11413830.606124483,4.049876098395099,440669381.1910137,2511042.733347386,11.166666666666664
3,41.25,11413830.606124483,4.049876098395099,446118219.79896784,2511042.733347386,11.25
3,41.333333333333336,11413830.606124483,4.049876098395099,451603383.9976417,2511042.733347386,11.333333333333336
3,41.416666666666664,11413830.606124483,4.049876098395099,457125115.95763993,2511042.733347386,11.416666666666664
3,41.5,11413830.606124483,4.049876098395099,462683659.46403825,2511042.733347386,11.5
3,41.583333333333336,11413830.606124483,4.049876098395099,468279259.92714584,2511042.733347386,11.583333333333336
3,41.666666666666664,11413830.606124483,4.049876098395099,473912164.3933408,2511042.733347386,11.666666666666664
3,41.75,11413830.606124483,4.049876098395099,479582621.5559771,2511042.733347386,11.75
3,41.833333333333336,11413830.606124483,4.049876098395099,485290881.76636434,2511042.733347386,11.833333333333336
3,41.916666666666664,11413830.606124483,4.049876098395099,491037197.0448208,2511042.733347386,11.916666666666664
3,42.0,11527968.912185729,4.09037485937905,496821821.09180033,2536153.1606808603,12.0
3,42.083333333333336,11527968.912185729,4.09037485937905,502670119.7264265,2536153.1606808603,12.083333333333336
3,42.166666666666664,11527968.912185729,4.09037485937905,508557407.0186168,2536153.1606808603,12.166666666666664
3,42.25,11527968.912185729,4.09037485937905,514483942.89275503,2536153.1606808603,12.25
3,42.333333333333336,11527968.912185729,4.09037485937905,520449989.0060543,2536153.1606808603,12.333333333333336
3,42.416666666666664,11527968.912185729,4.09037485937905,526455808.7601088,2536153.1606808603,12.416666666666664
3,42.5,11527968.912185729,4.09037485937905,532501667.3125237,2536153.1606808603,12.5
3,42.583333333333336,11527968.912185729,4.09037485937905,538587831.5886214,2536153.1606808603,12.583333333333336
3,42.666666666666664,11527968.912185729,4.09037485937905,544714570.2932264,2536153.1606808603,12.666666666666664
3,42.75,11527968.912185729,4.09037485937905,550882153.9225287,2536153.1606808603,12.75
