escenario,ano_carrera,salario_pyg,salario_millones,capital_pyg,aporte_anual_pyg
16.0%_35a,34,6933477.842131231,6.933477842131231,1813423514.6997423,13312277.456891963
16.0%_35a,35,7002812.620552544,7.002812620552543,2017391744.5062506,13445400.231460884
22.0%_25a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_25a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_25a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_25a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_25a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_25a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_25a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_25a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_25a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_25a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_25a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_25a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_25a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_25a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_25a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_25a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_25a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_25a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_25a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_25a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_25a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_25a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_25a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_25a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_25a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_26a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_26a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_26a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_26a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_26a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_26a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_26a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_26a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_26a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_26a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_26a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_26a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_26a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_26a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_26a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_26a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_26a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_26a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_26a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_26a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_26a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_26a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_26a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_26a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_26a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_26a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_27a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_27a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_27a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_27a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_27a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_27a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_27a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_27a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_27a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_27a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_27a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_27a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_27a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_27a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_27a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_27a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_27a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_27a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_27a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_27a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_27a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_27a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_27a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_27a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_27a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_27a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_27a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_28a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_28a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_28a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_28a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_28a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_28a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_28a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_28a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_28a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_28a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_28a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_28a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_28a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_28a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_28a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_28a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_28a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_28a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_28a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_28a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_28a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_28a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_28a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_28a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_28a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_28a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_28a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_28a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_29a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_29a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_29a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_29a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_29a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_29a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_29a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_29a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_29a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_29a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_29a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_29a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_29a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_29a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_29a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_29a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_29a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_29a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_29a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_29a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_29a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_29a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_29a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_29a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_29a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_29a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_29a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_29a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_29a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_30a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_30a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_30a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_30a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_30a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_30a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_30a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_30a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_30a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_30a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_30a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_30a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_30a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_30a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_30a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_30a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_30a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_30a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_30a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_30a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_30a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_30a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_30a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_30a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_30a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_30a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_30a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_30a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_30a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_30a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_31a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_31a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_31a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_31a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_31a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_31a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_31a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_31a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_31a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_31a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_31a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_31a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_31a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_31a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_31a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_31a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_31a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_31a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_31a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_31a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_31a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_31a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_31a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_31a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_31a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_31a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_31a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_31a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_31a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_31a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_31a,31,6729565.284447197,6.7295652844471965,1802720723.4827569,17766052.3509406
22.0%_32a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_32a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_32a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_32a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_32a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_32a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_32a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_32a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_32a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_32a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_32a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_32a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_32a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_32a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_32a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_32a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_32a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_32a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_32a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_32a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_32a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_32a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_32a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_32a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_32a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_32a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_32a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_32a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_32a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_32a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_32a,31,6729565.284447197,6.7295652844471965,1802720723.4827569,17766052.3509406
22.0%_32a,32,6796860.937291669,6.796860937291669,2010278552.3423266,17943712.874450006
22.0%_33a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_33a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_33a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_33a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_33a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_33a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_33a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_33a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_33a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_33a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_33a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_33a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_33a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_33a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_33a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_33a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_33a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_33a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_33a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_33a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_33a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_33a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_33a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_33a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_33a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_33a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_33a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_33a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_33a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_33a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_33a,31,6729565.284447197,6.7295652844471965,1802720723.4827569,17766052.3509406
22.0%_33a,32,6796860.937291669,6.796860937291669,2010278552.3423266,17943712.874450006
22.0%_33a,33,6864829.546664585,6.864829546664585,2239758292.254874,18123150.003194503
22.0%_34a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_34a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_34a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_34a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_34a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_34a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_34a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_34a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_34a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_34a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_34a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_34a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_34a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_34a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_34a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_34a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_34a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_34a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_34a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_34a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_34a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_34a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_34a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_34a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_34a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_34a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_34a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_34a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_34a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_34a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_34a,31,6729565.284447197,6.7295652844471965,1802720723.4827569,17766052.3509406
22.0%_34a,32,6796860.937291669,6.796860937291669,2010278552.3423266,17943712.874450006
22.0%_34a,33,6864829.546664585,6.864829546664585,2239758292.254874,18123150.003194503
22.0%_34a,34,6933477.842131231,6.933477842131231,2493457332.71215,18304381.503226448
22.0%_35a,1,2818316.0,2.818316,620029.52,7440354.24
22.0%_35a,2,2846499.16,2.84649916,8553888.097677998,7514757.782400001
22.0%_35a,3,2874964.1516,2.8749641516,17397214.677517455,7589905.360224
22.0%_35a,4,2903713.793116,2.903713793116,27246029.337102856,7665804.41382624
22.0%_35a,5,2932750.93104716,2.9327509310471602,38206414.57981196,7742462.457964503
22.0%_35a,6,3258286.2843933953,3.2582862843933955,51214413.444433525,8601875.790798564
22.0%_35a,7,3290869.1472373293,3.2908691472373293,65674592.651422806,8687894.54870655
22.0%_35a,8,3323777.8387097027,3.323777838709703,81739915.18770692,8774773.494193615
22.0%_35a,9,3357015.6170968,3.3570156170968,99579370.27106723,8862521.22913555
22.0%_35a,10,3390585.773267768,3.3905857732677678,119379651.5960041,8951146.441426907
22.0%_35a,11,3766940.7941004904,3.76694079410049,142293686.3357835,9944723.696425295
22.0%_35a,12,3804610.202041495,3.804610202041495,167711254.19293267,10044170.933389548
22.0%_35a,13,3842656.30406191,3.84265630406191,195895549.1421352,10144612.642723443
22.0%_35a,14,3881082.8671025294,3.8810828671025295,227137335.41992137,10246058.769150678
22.0%_35a,15,3919893.6957735545,3.9198936957735544,261757834.59549004,10348519.356842184
22.0%_35a,16,4355001.89600442,4.35500189600442,301206376.4139984,11497205.005451668
22.0%_35a,17,4398551.914964464,4.398551914964464,344906086.8127212,11612177.055506183
22.0%_35a,18,4442537.434114108,4.442537434114108,393303322.60150576,11728298.826061245
22.0%_35a,19,4486962.808455249,4.4869628084552495,446891192.02000785,11845581.814321859
22.0%_35a,20,4531832.436539802,4.531832436539802,506214450.34370613,11964037.632465076
22.0%_35a,21,5034865.83699572,5.03486583699572,573140227.1153125,13292045.809668701
22.0%_35a,22,5085214.495365677,5.085214495365677,647213192.352495,13424966.267765388
22.0%_35a,23,5136066.640319334,5.136066640319334,729183141.9339541,13559215.930443043
22.0%_35a,24,5187427.306722527,5.187427306722527,819878399.0833145,13694808.089747474
22.0%_35a,25,5239301.579789753,5.239301579789753,920214037.3474712,13831756.170644946
22.0%_35a,26,5820864.055146416,5.820864055146416,1032663813.9025167,15367081.105586536
22.0%_35a,27,5879072.69569788,5.8790726956978805,1157049464.913747,15520751.916642403
22.0%_35a,28,5937863.422654859,5.937863422654859,1294622441.5422661,15675959.435808828
22.0%_35a,29,5997242.056881407,5.997242056881407,1446765254.330347,15832719.030166917
22.0%_35a,30,6057214.477450222,6.057214477450222,1615005196.9921737,15991046.220468584
22.0%_35a,31,6729565.284447197,6.7295652844471965,1802720723.4827569,17766052.3509406
22.0%_35a,32,6796860.937291669,6.796860937291669,2010278552.3423266,17943712.874450006
22.0%_35a,33,6864829.546664585,6.864829546664585,2239758292.254874,18123150.003194503
22.0%_35a,34,6933477.842131231,6.933477842131231,2493457332.71215,18304381.503226448
22.0%_35a,35,7002812.620552544,7.002812620552543,2773913648.6961026,18487425.318258714
